algorithm,Makespan,WeightedTardiness,run
2to1,4164.0,11187.0,2.0
2to1,4207.0,10401.0,2.0
2to1,4222.0,10104.0,2.0
2to1,4240.0,10013.0,2.0
2to1,4247.0,9932.0,2.0
2to1,4323.0,9410.0,2.0
2to1,4330.0,9373.0,2.0
2to1,4354.0,9277.0,2.0
2to1,4399.0,9206.0,2.0
2to1,3886.0,31143.0,2.0
2to1,3966.0,21832.0,3.0
2to1,3986.0,18402.0,3.0
2to1,4002.0,16989.0,3.0
2to1,4006.0,16901.0,3.0
2to1,4029.0,15235.0,3.0
2to1,4043.0,14332.0,3.0
2to1,4067.0,13321.0,3.0
2to1,4066.0,13546.0,3.0
2to1,4113.0,12149.0,3.0
2to1,4145.0,11287.0,3.0
2to1,4228.0,10259.0,3.0
2to1,4256.0,9973.0,3.0
2to1,4296.0,9713.0,3.0
2to1,4315.0,9586.0,3.0
2to1,4319.0,9561.0,3.0
2to1,4422.0,9401.0,3.0
2to1,3868.0,30021.0,3.0
2to1,3982.0,17884.0,4.0
2to1,4038.0,15040.0,4.0
2to1,4047.0,14385.0,4.0
2to1,4151.0,11319.0,4.0
2to1,4170.0,10885.0,4.0
2to1,4222.0,10247.0,4.0
2to1,4262.0,9811.0,4.0
2to1,4276.0,9662.0,4.0
2to1,4313.0,9505.0,4.0
2to1,4353.0,9402.0,4.0
2to1,4392.0,9329.0,4.0
2to1,3870.0,30007.0,4.0
2to1,3946.0,21210.0,5.0
2to1,3992.0,18372.0,5.0
2to1,4070.0,13432.0,5.0
2to1,4080.0,13037.0,5.0
2to1,4094.0,12265.0,5.0
2to1,4189.0,10773.0,5.0
2to1,4211.0,10269.0,5.0
2to1,4278.0,9602.0,5.0
2to1,4242.0,10098.0,5.0
2to1,4330.0,9420.0,5.0
2to1,4361.0,9324.0,5.0
2to1,4406.0,9261.0,5.0
2to1,3883.0,31295.0,5.0
2to1,3953.0,27678.0,6.0
2to1,4012.0,16410.0,6.0
2to1,4016.0,16075.0,6.0
2to1,4023.0,15234.0,6.0
2to1,4075.0,13556.0,6.0
2to1,4088.0,13239.0,6.0
2to1,4113.0,11948.0,6.0
2to1,4162.0,11168.0,6.0
2to1,4194.0,10658.0,6.0
2to1,4251.0,9823.0,6.0
2to1,4280.0,9556.0,6.0
2to1,4284.0,9531.0,6.0
2to1,4296.0,9486.0,6.0
2to1,4305.0,9476.0,6.0
2to1,4368.0,9378.0,6.0
2to1,3881.0,33292.0,6.0
2to1,3935.0,21870.0,7.0
2to1,3948.0,21184.0,7.0
2to1,3958.0,19806.0,7.0
2to1,4026.0,14053.0,7.0
2to1,4027.0,13986.0,7.0
2to1,4054.0,13733.0,7.0
2to1,4062.0,13335.0,7.0
2to1,4120.0,11974.0,7.0
2to1,4186.0,10781.0,7.0
2to1,4233.0,10066.0,7.0
2to1,4260.0,9904.0,7.0
2to1,4353.0,9674.0,7.0
2to1,3876.0,33758.0,7.0
2to1,3945.0,20778.0,8.0
2to1,3958.0,20404.0,8.0
2to1,3988.0,15976.0,8.0
2to1,3983.0,16410.0,8.0
2to1,4031.0,14201.0,8.0
2to1,4061.0,13625.0,8.0
2to1,4142.0,12428.0,8.0
2to1,4185.0,11831.0,8.0
2to1,4262.0,10721.0,8.0
2to1,4285.0,10547.0,8.0
2to1,4293.0,10525.0,8.0
2to1,4341.0,10403.0,8.0
2to1,4396.0,10313.0,8.0
2to1,3863.0,30482.0,8.0
2to1,3955.0,21481.0,9.0
2to1,4057.0,15062.0,9.0
2to1,4075.0,14209.0,9.0
2to1,4098.0,12347.0,9.0
2to1,4123.0,11535.0,9.0
2to1,4188.0,10559.0,9.0
2to1,4195.0,10475.0,9.0
2to1,4210.0,10213.0,9.0
2to1,4267.0,9657.0,9.0
2to1,4367.0,9457.0,9.0
2to1,3872.0,33574.0,9.0
2to1,4022.0,16834.0,10.0
2to1,4024.0,16719.0,10.0
2to1,4037.0,16165.0,10.0
2to1,4050.0,14139.0,10.0
2to1,4057.0,13903.0,10.0
2to1,4068.0,13883.0,10.0
2to1,4111.0,11122.0,10.0
2to1,4149.0,10753.0,10.0
2to1,4181.0,10292.0,10.0
2to1,4225.0,9797.0,10.0
2to1,4256.0,9414.0,10.0
2to1,4275.0,9305.0,10.0
2to1,4296.0,9181.0,10.0
2to1,4357.0,9077.0,10.0
2to1,4396.0,9004.0,10.0
2to1,3860.0,29633.0,10.0
2to1,3989.0,21567.0,11.0
2to1,4029.0,17407.0,11.0
2to1,4033.0,17310.0,11.0
2to1,4045.0,15711.0,11.0
2to1,4130.0,11782.0,11.0
2to1,4138.0,11308.0,11.0
2to1,4153.0,10949.0,11.0
2to1,4213.0,10098.0,11.0
2to1,4271.0,10079.0,11.0
2to1,4280.0,10026.0,11.0
2to1,4303.0,9885.0,11.0
2to1,4319.0,9803.0,11.0
2to1,4343.0,9721.0,11.0
2to1,4396.0,9657.0,11.0
2to1,3868.0,31392.0,11.0
2to1,3929.0,24577.0,12.0
2to1,3958.0,22217.0,12.0
2to1,4042.0,19765.0,12.0
2to1,4081.0,13957.0,12.0
2to1,4098.0,13825.0,12.0
2to1,4123.0,11681.0,12.0
2to1,4127.0,11484.0,12.0
2to1,4140.0,11247.0,12.0
2to1,4178.0,10545.0,12.0
2to1,4213.0,9836.0,12.0
2to1,4230.0,9601.0,12.0
2to1,4239.0,9552.0,12.0
2to1,4282.0,9400.0,12.0
2to1,4302.0,9344.0,12.0
2to1,4376.0,9240.0,12.0
2to1,4431.0,9223.0,12.0
2to1,3878.0,31346.0,12.0
2to1,3949.0,21250.0,13.0
2to1,3983.0,19254.0,13.0
2to1,4007.0,17323.0,13.0
2to1,4019.0,16093.0,13.0
2to1,4033.0,15223.0,13.0
2to1,4050.0,13849.0,13.0
2to1,4096.0,12058.0,13.0
2to1,4118.0,11702.0,13.0
2to1,4132.0,11465.0,13.0
2to1,4208.0,10278.0,13.0
2to1,4254.0,9860.0,13.0
2to1,3866.0,30986.0,13.0
2to1,3982.0,22837.0,14.0
2to1,4003.0,18300.0,14.0
2to1,4009.0,17589.0,14.0
2to1,4048.0,14424.0,14.0
2to1,4054.0,14040.0,14.0
2to1,4139.0,11623.0,14.0
2to1,4153.0,11235.0,14.0
2to1,4134.0,11667.0,14.0
2to1,4266.0,9967.0,14.0
2to1,4282.0,9806.0,14.0
2to1,4344.0,9477.0,14.0
2to1,4408.0,9349.0,14.0
2to1,3874.0,34541.0,14.0
2to1,3974.0,17806.0,15.0
2to1,3986.0,16586.0,15.0
2to1,4006.0,16328.0,15.0
2to1,4092.0,12963.0,15.0
2to1,4158.0,11375.0,15.0
2to1,4163.0,11222.0,15.0
2to1,4177.0,10962.0,15.0
2to1,4226.0,10549.0,15.0
2to1,4262.0,10277.0,15.0
2to1,4291.0,10036.0,15.0
2to1,4413.0,9894.0,15.0
2to1,3876.0,31171.0,15.0
adapt2seeds,4020.0,16898.0,1.0
adapt2seeds,4245.0,9646.0,1.0
adapt2seeds,4204.0,10295.0,1.0
adapt2seeds,4094.0,11959.0,1.0
adapt2seeds,4055.0,14409.0,1.0
adapt2seeds,4193.0,10462.0,1.0
adapt2seeds,4070.0,12639.0,1.0
adapt2seeds,4375.0,8961.0,1.0
adapt2seeds,4307.0,9152.0,1.0
adapt2seeds,4289.0,9226.0,1.0
adapt2seeds,4038.0,16846.0,1.0
adapt2seeds,3889.0,28845.0,1.0
adapt2seeds,4208.0,10264.0,1.0
adapt2seeds,4078.0,12528.0,1.0
adapt2seeds,4044.0,16738.0,1.0
adapt2seeds,3885.0,29621.0,1.0
adapt2seeds,4335.0,9366.0,2.0
adapt2seeds,4050.0,13602.0,2.0
adapt2seeds,4380.0,9297.0,2.0
adapt2seeds,4173.0,10933.0,2.0
adapt2seeds,4133.0,11675.0,2.0
adapt2seeds,4047.0,13795.0,2.0
adapt2seeds,3887.0,30871.0,2.0
adapt2seeds,4306.0,9485.0,2.0
adapt2seeds,4045.0,13844.0,2.0
adapt2seeds,3886.0,31143.0,2.0
adapt2seeds,4184.0,10254.0,3.0
adapt2seeds,4200.0,9855.0,3.0
adapt2seeds,4198.0,10088.0,3.0
adapt2seeds,4149.0,10712.0,3.0
adapt2seeds,4266.0,9767.0,3.0
adapt2seeds,4383.0,9456.0,3.0
adapt2seeds,4319.0,9561.0,3.0
adapt2seeds,4250.0,9832.0,3.0
adapt2seeds,3869.0,29899.0,3.0
adapt2seeds,4046.0,13620.0,3.0
adapt2seeds,4050.0,13443.0,3.0
adapt2seeds,3875.0,29602.0,3.0
adapt2seeds,4422.0,9401.0,3.0
adapt2seeds,3868.0,30021.0,3.0
adapt2seeds,3893.0,24808.0,4.0
adapt2seeds,3907.0,24173.0,4.0
adapt2seeds,3870.0,29865.0,4.0
adapt2seeds,4353.0,9402.0,4.0
adapt2seeds,3896.0,24327.0,4.0
adapt2seeds,4270.0,9659.0,4.0
adapt2seeds,4229.0,9805.0,4.0
adapt2seeds,3971.0,16586.0,4.0
adapt2seeds,3902.0,24253.0,4.0
adapt2seeds,4204.0,10275.0,4.0
adapt2seeds,4062.0,13032.0,4.0
adapt2seeds,4003.0,15660.0,4.0
adapt2seeds,4392.0,9396.0,4.0
adapt2seeds,3927.0,26820.0,5.0
adapt2seeds,3883.0,31042.0,5.0
adapt2seeds,3937.0,26815.0,5.0
adapt2seeds,3899.0,30244.0,5.0
adapt2seeds,4361.0,9324.0,5.0
adapt2seeds,4003.0,18758.0,5.0
adapt2seeds,4035.0,16099.0,5.0
adapt2seeds,4100.0,12749.0,5.0
adapt2seeds,4030.0,16535.0,5.0
adapt2seeds,4330.0,9420.0,5.0
adapt2seeds,4279.0,9567.0,5.0
adapt2seeds,3985.0,20453.0,5.0
adapt2seeds,3917.0,28936.0,5.0
adapt2seeds,4245.0,9905.0,5.0
adapt2seeds,4179.0,10679.0,5.0
adapt2seeds,4141.0,12154.0,5.0
adapt2seeds,3998.0,19248.0,5.0
adapt2seeds,3924.0,28644.0,5.0
adapt2seeds,4406.0,9261.0,5.0
adapt2seeds,3903.0,29710.0,6.0
adapt2seeds,3878.0,32331.0,6.0
adapt2seeds,4138.0,11263.0,6.0
adapt2seeds,4076.0,13277.0,6.0
adapt2seeds,4277.0,9744.0,6.0
adapt2seeds,4241.0,10129.0,6.0
adapt2seeds,4165.0,10358.0,6.0
adapt2seeds,4082.0,13256.0,6.0
adapt2seeds,4305.0,9730.0,6.0
adapt2seeds,4318.0,9650.0,6.0
adapt2seeds,4063.0,14404.0,6.0
adapt2seeds,3886.0,30871.0,6.0
adapt2seeds,4235.0,10422.0,7.0
adapt2seeds,4198.0,10818.0,7.0
adapt2seeds,3876.0,32069.0,7.0
adapt2seeds,3903.0,25379.0,7.0
adapt2seeds,4017.0,16989.0,7.0
adapt2seeds,4016.0,17134.0,7.0
adapt2seeds,3901.0,27565.0,7.0
adapt2seeds,4314.0,9663.0,7.0
adapt2seeds,4273.0,10094.0,7.0
adapt2seeds,4034.0,16425.0,7.0
adapt2seeds,4036.0,16281.0,7.0
adapt2seeds,4194.0,10872.0,7.0
adapt2seeds,4130.0,11650.0,7.0
adapt2seeds,4037.0,16214.0,7.0
adapt2seeds,4043.0,15427.0,8.0
adapt2seeds,3995.0,17073.0,8.0
adapt2seeds,3991.0,17209.0,8.0
adapt2seeds,4208.0,10860.0,8.0
adapt2seeds,4102.0,12401.0,8.0
adapt2seeds,4340.0,10198.0,8.0
adapt2seeds,4324.0,10396.0,8.0
adapt2seeds,4101.0,12418.0,8.0
adapt2seeds,4063.0,13966.0,8.0
adapt2seeds,3984.0,18197.0,8.0
adapt2seeds,3877.0,27689.0,8.0
adapt2seeds,4276.0,10603.0,8.0
adapt2seeds,4225.0,10854.0,8.0
adapt2seeds,3873.0,28933.0,8.0
adapt2seeds,4183.0,12312.0,8.0
adapt2seeds,4202.0,11012.0,8.0
adapt2seeds,4050.0,15293.0,8.0
adapt2seeds,3863.0,30482.0,8.0
adapt2seeds,4134.0,11290.0,9.0
adapt2seeds,3990.0,17654.0,9.0
adapt2seeds,4330.0,9262.0,9.0
adapt2seeds,4066.0,14261.0,9.0
adapt2seeds,3982.0,18849.0,9.0
adapt2seeds,3882.0,24896.0,9.0
adapt2seeds,3867.0,26767.0,9.0
adapt2seeds,4276.0,9538.0,9.0
adapt2seeds,4113.0,12850.0,9.0
adapt2seeds,4055.0,13426.0,10.0
adapt2seeds,4208.0,9948.0,10.0
adapt2seeds,4341.0,9109.0,10.0
adapt2seeds,4234.0,9644.0,10.0
adapt2seeds,4127.0,11697.0,10.0
adapt2seeds,4078.0,13295.0,10.0
adapt2seeds,4054.0,14007.0,10.0
adapt2seeds,4293.0,9220.0,10.0
adapt2seeds,4258.0,9541.0,10.0
adapt2seeds,4013.0,16151.0,10.0
adapt2seeds,4026.0,15821.0,10.0
adapt2seeds,3889.0,26052.0,10.0
adapt2seeds,4155.0,10829.0,10.0
adapt2seeds,4145.0,10866.0,10.0
adapt2seeds,3888.0,26602.0,10.0
adapt2seeds,3880.0,27191.0,10.0
adapt2seeds,4038.0,15600.0,10.0
adapt2seeds,3860.0,28803.0,10.0
adapt2seeds,4396.0,9004.0,10.0
adapt2seeds,4228.0,10648.0,11.0
adapt2seeds,4189.0,11397.0,11.0
adapt2seeds,4343.0,9721.0,11.0
adapt2seeds,4060.0,13346.0,11.0
adapt2seeds,4010.0,13967.0,11.0
adapt2seeds,3996.0,15336.0,11.0
adapt2seeds,4213.0,10715.0,11.0
adapt2seeds,4073.0,13033.0,11.0
adapt2seeds,3858.0,30871.0,11.0
adapt2seeds,4270.0,10249.0,11.0
adapt2seeds,4309.0,9864.0,11.0
adapt2seeds,4191.0,11371.0,11.0
adapt2seeds,4180.0,11523.0,11.0
adapt2seeds,4087.0,12987.0,11.0
adapt2seeds,3878.0,27052.0,11.0
adapt2seeds,4396.0,9657.0,11.0
adapt2seeds,4125.0,11347.0,12.0
adapt2seeds,4100.0,13561.0,12.0
adapt2seeds,4001.0,15498.0,12.0
adapt2seeds,3956.0,18503.0,12.0
adapt2seeds,4062.0,14376.0,12.0
adapt2seeds,4393.0,9226.0,12.0
adapt2seeds,4278.0,9361.0,12.0
adapt2seeds,4326.0,9289.0,12.0
adapt2seeds,4376.0,9240.0,12.0
adapt2seeds,4263.0,9453.0,12.0
adapt2seeds,4230.0,9862.0,12.0
adapt2seeds,3964.0,18502.0,12.0
adapt2seeds,4172.0,10849.0,12.0
adapt2seeds,4105.0,13538.0,12.0
adapt2seeds,3879.0,30631.0,12.0
adapt2seeds,4431.0,9223.0,12.0
adapt2seeds,3878.0,31346.0,12.0
adapt2seeds,4251.0,11176.0,13.0
adapt2seeds,4062.0,15864.0,13.0
adapt2seeds,4058.0,16219.0,13.0
adapt2seeds,4167.0,12447.0,13.0
adapt2seeds,4133.0,14158.0,13.0
adapt2seeds,3861.0,30271.0,13.0
adapt2seeds,4393.0,10795.0,13.0
adapt2seeds,4110.0,14751.0,13.0
adapt2seeds,4048.0,17196.0,13.0
adapt2seeds,4022.0,18162.0,13.0
adapt2seeds,4271.0,11007.0,13.0
adapt2seeds,4209.0,11735.0,13.0
adapt2seeds,3904.0,26553.0,13.0
adapt2seeds,3971.0,17756.0,14.0
adapt2seeds,3925.0,21212.0,14.0
adapt2seeds,3927.0,21089.0,14.0
adapt2seeds,4362.0,9471.0,14.0
adapt2seeds,4196.0,10608.0,14.0
adapt2seeds,4127.0,11941.0,14.0
adapt2seeds,4408.0,9349.0,14.0
adapt2seeds,4053.0,15337.0,14.0
adapt2seeds,3940.0,20708.0,14.0
adapt2seeds,4087.0,14157.0,14.0
adapt2seeds,3920.0,23490.0,14.0
adapt2seeds,4326.0,9589.0,14.0
adapt2seeds,4273.0,9856.0,14.0
adapt2seeds,3923.0,23042.0,14.0
adapt2seeds,3874.0,34365.0,14.0
adapt2seeds,4213.0,10472.0,14.0
adapt2seeds,4133.0,11931.0,14.0
adapt2seeds,4173.0,11378.0,15.0
adapt2seeds,4200.0,11163.0,15.0
adapt2seeds,4344.0,9656.0,15.0
adapt2seeds,4280.0,9830.0,15.0
adapt2seeds,4262.0,10069.0,15.0
adapt2seeds,4026.0,15204.0,15.0
adapt2seeds,4383.0,9591.0,15.0
adapt2seeds,4101.0,12903.0,15.0
adapt2seeds,4256.0,10601.0,15.0
adapt2seeds,3902.0,28149.0,15.0
adapt2seeds,4018.0,17546.0,15.0
adapt2seeds,4022.0,17459.0,15.0
adapt2seeds,3914.0,27900.0,15.0
adapt2seeds,3912.0,28131.0,15.0
adapt2seeds,4224.0,10831.0,15.0
adapt2seeds,4146.0,12058.0,15.0
adapt2seeds,3876.0,31171.0,15.0
adaptFocus,4142.0,11902.0,1.0
adaptFocus,4334.0,9111.0,1.0
adaptFocus,4073.0,12632.0,1.0
adaptFocus,4198.0,10459.0,1.0
adaptFocus,4069.0,13166.0,1.0
adaptFocus,4006.0,15540.0,1.0
adaptFocus,3885.0,29295.0,1.0
adaptFocus,3979.0,18558.0,1.0
adaptFocus,4037.0,15027.0,1.0
adaptFocus,4266.0,9211.0,1.0
adaptFocus,4164.0,10835.0,1.0
adaptFocus,4150.0,11050.0,1.0
adaptFocus,3997.0,17810.0,1.0
adaptFocus,3962.0,20205.0,1.0
adaptFocus,4453.0,8961.0,1.0
adaptFocus,4074.0,13075.0,2.0
adaptFocus,4203.0,10043.0,2.0
adaptFocus,4039.0,14281.0,2.0
adaptFocus,3979.0,17221.0,2.0
adaptFocus,4176.0,10790.0,2.0
adaptFocus,4269.0,9604.0,2.0
adaptFocus,4131.0,11577.0,2.0
adaptFocus,4088.0,12869.0,2.0
adaptFocus,4284.0,9591.0,2.0
adaptFocus,3909.0,29159.0,2.0
adaptFocus,3965.0,20265.0,2.0
adaptFocus,4082.0,12877.0,2.0
adaptFocus,4104.0,11946.0,2.0
adaptFocus,4430.0,9310.0,2.0
adaptFocus,3886.0,31143.0,2.0
adaptFocus,4080.0,13987.0,3.0
adaptFocus,4154.0,11668.0,3.0
adaptFocus,4159.0,11320.0,3.0
adaptFocus,4200.0,10919.0,3.0
adaptFocus,4183.0,10972.0,3.0
adaptFocus,4220.0,9605.0,3.0
adaptFocus,4121.0,11874.0,3.0
adaptFocus,4290.0,9475.0,3.0
adaptFocus,4214.0,10205.0,3.0
adaptFocus,4014.0,17487.0,3.0
adaptFocus,4025.0,17352.0,3.0
adaptFocus,4036.0,17337.0,3.0
adaptFocus,4092.0,11884.0,3.0
adaptFocus,4204.0,10547.0,3.0
adaptFocus,4047.0,14591.0,3.0
adaptFocus,3940.0,24549.0,3.0
adaptFocus,4422.0,9401.0,3.0
adaptFocus,3868.0,30021.0,3.0
adaptFocus,4292.0,9484.0,4.0
adaptFocus,4274.0,9576.0,4.0
adaptFocus,3933.0,22267.0,4.0
adaptFocus,3892.0,26338.0,4.0
adaptFocus,3992.0,16415.0,4.0
adaptFocus,4110.0,13182.0,4.0
adaptFocus,4205.0,10455.0,4.0
adaptFocus,4059.0,13818.0,4.0
adaptFocus,4154.0,10572.0,4.0
adaptFocus,4202.0,10474.0,4.0
adaptFocus,4242.0,10279.0,4.0
adaptFocus,3943.0,21819.0,4.0
adaptFocus,4086.0,13648.0,4.0
adaptFocus,4118.0,12159.0,4.0
adaptFocus,4042.0,16235.0,4.0
adaptFocus,4392.0,9396.0,4.0
adaptFocus,3870.0,30007.0,4.0
adaptFocus,4150.0,12097.0,5.0
adaptFocus,4306.0,9429.0,5.0
adaptFocus,4277.0,9714.0,5.0
adaptFocus,4089.0,12764.0,5.0
adaptFocus,4190.0,10470.0,5.0
adaptFocus,4056.0,13508.0,5.0
adaptFocus,4170.0,11494.0,5.0
adaptFocus,3976.0,17958.0,5.0
adaptFocus,4050.0,16020.0,5.0
adaptFocus,4239.0,10080.0,5.0
adaptFocus,4121.0,12150.0,5.0
adaptFocus,4162.0,11504.0,5.0
adaptFocus,4081.0,13207.0,5.0
adaptFocus,4237.0,10222.0,5.0
adaptFocus,4086.0,13153.0,5.0
adaptFocus,3959.0,21052.0,5.0
adaptFocus,3904.0,28148.0,5.0
adaptFocus,4037.0,16098.0,5.0
adaptFocus,3975.0,20975.0,5.0
adaptFocus,4021.0,16693.0,5.0
adaptFocus,4406.0,9261.0,5.0
adaptFocus,3883.0,31295.0,5.0
adaptFocus,4161.0,11557.0,6.0
adaptFocus,4096.0,12031.0,6.0
adaptFocus,4146.0,11616.0,6.0
adaptFocus,4206.0,10532.0,6.0
adaptFocus,3951.0,19404.0,6.0
adaptFocus,4245.0,9740.0,6.0
adaptFocus,4035.0,13458.0,6.0
